IncidentID,AgencyName,County,RdwyNumber,Street,RoadwayName,StreetSfx,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,KABCO Code,KABCO,RT_UNIQUE
23249037,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,PARIS,RD,38.12352982,-84.06493152,0.275,1/8/2018,620,1,1,0,0,"SLEET, HAIL, FREEZING RAIN",WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK-HWY NOT LIGHTED,5,O,087-US-0460  -000
23259791,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,37,MAYSVILLE,ST,38.05732125,-83.94239158,9.498,4/11/2018,1037,2,2,0,0,CLEAR,DRY,TRUE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,5,O,087-US-0460  -000
23285523,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,CAMARGO,RD,38.04108431,-83.93409671,10.76,4/11/2018,2101,2,2,0,2,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,3,B,087-US-0460  -000
23285524,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.07411481,-83.94834807,8.28,4/15/2018,1504,2,2,0,0,RAINING,WET,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23290900,"KY STATE POLICE, POST 08",MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.07339031,-83.95123561,0.178,4/11/2018,1330,2,2,0,0,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
23324111,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,209,LARKIN BAY,,38.04954209,-83.95301314,0.039,4/10/2018,1024,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1152  -000
23324114,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,SMITH,ST,38.06005754,-83.9295359,0.163,4/20/2018,2225,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,5,O,087-CR-1003B -000
23324115,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,329,MAYSVILLE,ST,38.0625539,-83.94430236,9.099,4/20/2018,1500,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23324118,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,COMMONWEALTH,DR,38.06734929,-83.95616936,0.04,4/20/2018,1525,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1181  -000
23324123,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0713,,QUEEN,ST,38.0571111,-83.93912099,6.387,4/22/2018,1238,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0713  -000
23340534,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,1300,INDIAN MOUND,DR,38.05139369,-83.95636479,1.814,4/13/2018,613,2,2,0,0,CLEAR,DRY,TRUE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,5,O,087-KY-0686  -000
23340536,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,MADISON,SPGS,38.05020009,-83.95380611,0.084,4/11/2018,1508,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),ANGLE,STRAIGHT & GRADE,DAYLIGHT,5,O,087-CS-1150  -000
23340539,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,RD,38.07885579,-83.9496498,7.963,4/13/2018,1402,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,5,O,087-US-0460  -000
23340541,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.04104904,-83.94795324,2.75,4/17/2018,1943,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,3,B,087-KY-0686  -000
23358638,MONTGOMERY CO. SCHOOL DIST. PD,MONTGOMERY,,724,WOODFORD,DR,38.04593167,-83.94201932,0.119,4/11/2018,800,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,5,O,087-CR-1001  -000
23373010,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,330,SYCAMORE,ST,38.06181557,-83.94723019,0.09,4/24/2018,753,2,2,0,0,CLEAR,DRY,TRUE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,5,O,087-CS-1054  -000
23373011,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.04120827,-83.94774322,2.756,5/2/2018,720,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
23373012,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.05902105,-83.94291955,9.378,5/2/2018,1405,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23375590,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.04614259,-83.95578898,2.194,3/30/2018,2046,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,4,C,087-KY-0686  -000
23375592,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0646,120,KIDDVILLE,RD,38.00974351,-83.94930198,11.672,4/6/2018,1620,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0646  -000
23375593,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,MAYSVILLE,RD,38.11477683,-83.95858127,11.951,4/2/2018,1640,1,1,0,0,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0011  -000
23375594,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0646,475,WILLOUGHBY TOWN,RD,37.94732861,-83.88444312,1.221,3/24/2018,100,1,1,0,0,,,TRUE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,,,5,O,087-KY-0646  -000
23375596,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,OLD NEST EGG,RD,37.95509974,-83.96660405,0.363,4/12/2018,2300,1,1,0,0,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-CR-1232  -000
23375598,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,FOGG,PIKE,38.03844334,-83.96836686,1.188,3/24/2018,1900,1,1,0,0,"SLEET, HAIL, FREEZING RAIN",WET,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & HILLCREST,DAYLIGHT,5,O,087-CR-1227  -000
23375599,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,PREWITT,PIKE,38.03733274,-83.97757894,0.856,4/12/2018,821,2,2,0,0,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0713  -000
23375602,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,2100,PARIS,RD,38.09720216,-83.98771959,5.066,4/21/2018,1320,1,1,0,0,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23375606,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,809,QUISENBERRY,RD,38.10175942,-83.8828105,0.851,4/18/2018,830,1,1,0,1,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,2,A,087-CR-1011  -000
23375607,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,MAIN,ST,37.96757949,-83.8201093,19.187,4/5/2018,1601,2,2,0,2,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & GRADE,DAYLIGHT,4,C,087-US-0460  -000
23375608,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,2616,WINCHESTER,RD,38.04679409,-83.98323711,2.738,4/13/2018,2205,1,1,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY NOT LIGHTED,5,O,087-US-0060  -000
23375609,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,OWINGSVILLE,RD,38.08430544,-83.90047887,8.355,4/20/2018,2130,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-US-0060  -000
23375611,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0646,,KIDDVILLE,RD,37.99110745,-83.97602336,9.661,4/13/2018,1916,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,CURVE & LEVEL,DAYLIGHT,5,O,087-KY-0646  -000
23375612,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,I 0064,,,,38.08710691,-83.89933444,0.181,4/11/2018,1711,2,2,0,0,CLEAR,DRY,FALSE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,STRAIGHT & GRADE,DAYLIGHT,5,O,087-CR-1042  -000
23375616,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0646,,WILLOUGHBY TOWN,RD,37.94296685,-83.87058618,0.363,4/23/2018,2040,1,1,0,1,RAINING,WET,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & HILLCREST,DARK-HWY NOT LIGHTED,4,C,087-KY-0646  -000
23375634,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,MAIN,ST,37.96796555,-83.82233429,19.059,4/29/2018,936,2,2,0,0,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SIDESWIPE-OPPOSITE DIRECTION,CURVE & HILLCREST,DAYLIGHT,5,O,087-US-0460  -000
23375636,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,111,FULLER,WAY,38.0364318,-83.94940663,0.031,4/17/2018,1146,5,4,0,1,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & GRADE,DAYLIGHT,4,C,087-CR-1127  -000
23375646,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,37.99884347,-83.94119297,6.146,4/23/2018,1009,1,1,0,1,RAINING,WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,3,B,087-KY-0011  -000
23378379,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,I 0064,,,,38.07688236,-83.94932703,0.277,5/3/2018,1720,2,2,0,0,CLEAR,DRY,FALSE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,5,O,087-CR-1042  -000
23378381,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,DARLEY,CRK,38.05015691,-83.95378167,0.002,5/2/2018,1647,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1151  -000
23392643,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,CAMARGO,RD,38.04212616,-83.93440998,10.687,5/3/2018,1212,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23399300,MONTGOMERY CO. SCHOOL DIST. PD,MONTGOMERY,,640,WOODFORD,DR,38.04569966,-83.94137864,0.158,5/9/2018,815,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CR-1001  -000
23410905,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,RD,38.08130931,-83.94963861,7.775,5/8/2018,805,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23410907,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.07688421,-83.94932929,8.084,5/8/2018,1422,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23411046,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.0673763,-83.95522959,0.71,5/10/2018,1228,2,2,0,0,CLEAR,DRY,TRUE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
23425721,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,ANSON,PL,38.0533393,-83.93639339,0.005,5/12/2018,2301,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-CS-1142  -000
23425722,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,GARDEN SPRINGS,DR,38.07106598,-83.94434771,0.342,5/9/2018,1520,1,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,4,C,087-CS-1107  -000
23425724,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.06223448,-83.95546167,1.074,5/9/2018,1541,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
23425725,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.06188678,-83.95575338,1.097,5/13/2018,1452,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
23431181,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,8499,LEVEE,RD,37.94471061,-83.92961538,2.086,5/8/2018,1644,2,2,0,0,CLEAR,DRY,TRUE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,CURVE & LEVEL,DAYLIGHT,5,O,087-KY-0011  -000
23431182,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,1815,MONTCLAIR,DR,38.07566726,-83.90336356,0.079,5/8/2018,812,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CR-1021C -000
23431190,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,3144,LEVEE,RD,38.01295736,-83.95084103,7.298,4/21/2018,1914,1,1,0,0,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,5,O,087-KY-0011  -000
23431202,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,4220,CAMARGO,RD,37.99480207,-83.89017279,14.892,5/10/2018,1649,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23431205,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0213,3306,BEDFORD,RD,38.01563883,-83.8252398,8.595,5/14/2018,654,2,2,0,2,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & GRADE,DAYLIGHT,2,A,087-KY-0213  -000
23431206,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,38.00245135,-83.94088634,6.379,5/4/2018,1518,1,1,0,1,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,4,C,087-KY-0011  -000
23431210,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,10326,MAIN,ST,37.96365849,-83.80412227,20.134,5/10/2018,918,1,1,0,1,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,3,B,087-US-0460  -000
23431223,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,38.00804093,-83.94678194,6.875,5/9/2018,1033,1,1,0,0,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,5,O,087-KY-0011  -000
23443220,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,CAMARGO,RD,38.04185773,-83.93421798,10.707,5/18/2018,640,2,2,0,0,RAINING,WET,TRUE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23443222,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,460,MAYSVILLE,RD,38.07785145,-83.94950315,8.024,5/16/2018,1422,2,2,0,0,CLOUDY,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,5,O,087-US-0460  -000
23452702,"KY STATE POLICE, POST 08",MONTGOMERY,US0460,,CAMARGO,RD,37.98914664,-83.87787921,15.687,5/17/2018,638,2,2,0,0,FOG,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,CURVE & GRADE,DAWN,5,O,087-US-0460  -000
23456053,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.07689065,-83.94939062,8.087,5/18/2018,1546,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23456054,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,426,SPRING,ST,38.05145129,-83.95548883,0.063,5/19/2018,344,3,3,0,2,CLOUDY,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,3,B,087-CR-1042  -000
23467073,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.0700947,-83.94675154,8.575,5/19/2018,1207,2,2,0,0,RAINING,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23488304,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,1040,MAYSVILLE,RD,38.0815733,-83.94962352,7.756,5/25/2018,1352,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23488306,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,CAMARGO,RD,38.04121944,-83.93397557,10.662,5/22/2018,1306,2,2,0,0,RAINING,WET,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23488307,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,HIGH,ST,38.05727065,-83.94377016,0.257,5/22/2018,1807,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,5,O,087-CS-1052  -000
23488310,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.05240562,-83.95657671,1.754,5/23/2018,1803,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
23495023,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.06121062,-83.95555611,1.144,5/18/2018,1610,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
23499907,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,440,MAYSVILLE,ST,38.0703217,-83.94680554,8.559,5/29/2018,1214,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23504914,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.07361719,-83.95121231,0.172,5/29/2018,1549,2,2,0,2,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,3,B,087-KY-0686  -000
23515477,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,810,INDIAN MOUND,DR,38.06199707,-83.95544503,1.082,5/26/2018,1335,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
23515479,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.07105329,-83.95507646,0.462,6/1/2018,1644,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,5,O,087-KY-0686  -000
23521132,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,CAMARGO,RD,38.041234,-83.93405339,10.752,5/29/2018,1635,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23521134,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.07687691,-83.9493308,8.084,6/1/2018,1700,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23543751,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,501,MAYSVILLE,ST,38.06822264,-83.94609689,8.709,6/7/2018,952,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23543754,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.05754686,-83.94246799,9.485,6/8/2018,1912,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23546500,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.07367828,-83.94993345,0.099,6/6/2018,1615,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
23550452,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,MAIN,ST,37.95097983,-83.77819102,21.843,5/11/2018,1127,1,1,0,1,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,4,C,087-US-0460  -000
23550456,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,CAMARGO,RD,38.02243907,-83.91650866,12.433,4/28/2018,1825,1,1,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
23550462,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,38.00845392,-83.94754839,6.926,5/18/2018,1100,1,1,0,1,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,4,C,087-KY-0011  -000
